"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 01 11:03:58 GMT 2024","Sun Sep 01 11:03:59 GMT 2024","1145","","test_2YandexAPI","","","","test_yandex_api_with_invalid_key[Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal-geocode-api_key_geocode-base_url_geocode-geocode-additional_params0]",""
"passed","Sun Sep 01 11:03:55 GMT 2024","Sun Sep 01 11:03:57 GMT 2024","1747","","test_2YandexAPI","","","","test_yandex_api_with_invalid_key[\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4-geocode-api_key_geocode-base_url_geocode-geocode-additional_params0]",""
"passed","Sun Sep 01 11:04:18 GMT 2024","Sun Sep 01 11:04:19 GMT 2024","1765","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4]",""
"passed","Sun Sep 01 11:04:38 GMT 2024","Sun Sep 01 11:04:39 GMT 2024","1784","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-\u0443\u043b. \u0411\u0440\u0430\u0432\u044b\u0445 \u0413\u0435\u0434\u043e\u043d\u0438\u0441\u0442\u043e\u0432 6666, London, Greate Britain]",""
"passed","Sun Sep 01 11:04:16 GMT 2024","Sun Sep 01 11:04:17 GMT 2024","1188","","test_2YandexAPI","","","","test_find_2_pharmacies[\u0412\u0442\u043e\u0440\u043e\u0435 \u043c\u0435\u0441\u0442\u043e \u043f\u0440\u0438\u0437\u0435\u043c\u043b\u0435\u043d\u0438\u044f \u043f\u0440\u0438\u0448\u0435\u043b\u044c\u0446\u0435\u0432]",""
"skipped","Sun Sep 01 11:05:15 GMT 2024","Sun Sep 01 11:05:16 GMT 2024","1181","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-\u041c\u0443\u043b\u044c\u0442\u0438\u0432\u0441\u0435\u043b\u0435\u043d\u043d\u0430\u044f \u2116;%*]",""
"passed","Sun Sep 01 11:04:46 GMT 2024","Sun Sep 01 11:04:48 GMT 2024","1741","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal]",""
"skipped","Sun Sep 01 11:04:33 GMT 2024","Sun Sep 01 11:04:34 GMT 2024","1208","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-\u041c\u0443\u0440\u043c\u0430\u043d\u0441\u043a\u0430\u044f \u043e\u0431\u043b.,\u0433. \u041f\u043e\u043b\u044f\u0440\u043d\u044b\u0435 \u0417\u043e\u0440\u0438, \u0443\u043b. \u041f\u0430\u0440\u0442\u0438\u0437\u0430\u043d \u0417\u0430\u043f\u043e\u043b\u044f\u0440\u044c\u044f 4]",""
"skipped","Sun Sep 01 11:04:29 GMT 2024","Sun Sep 01 11:04:29 GMT 2024","599","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-()-!!]",""
"passed","Sun Sep 01 11:03:59 GMT 2024","Sun Sep 01 11:04:01 GMT 2024","1148","","test_2YandexAPI","","","","test_yandex_api_with_invalid_key[Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal-geosearch-api_key_geosearch-base_url_geosearch-text-additional_params1]",""
"skipped","Sun Sep 01 11:04:26 GMT 2024","Sun Sep 01 11:04:28 GMT 2024","1729","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-\u0443\u043b. \u0411\u0440\u0430\u0432\u044b\u0445 \u0413\u0435\u0434\u043e\u043d\u0438\u0441\u0442\u043e\u0432 6666, London, Greate Britain]",""
"passed","Sun Sep 01 11:03:57 GMT 2024","Sun Sep 01 11:03:58 GMT 2024","1541","","test_2YandexAPI","","","","test_yandex_api_with_invalid_key[\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4-geosearch-api_key_geosearch-base_url_geosearch-text-additional_params1]",""
"passed","Sun Sep 01 11:04:31 GMT 2024","Sun Sep 01 11:04:33 GMT 2024","1837","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-\u0421\u041f\u0431 \u041f\u0430\u0440\u0430\u0448\u0423\u0442\u043d\u0430\u044f \u0443\u043b 65 \u0441\u0442\u0440 1]",""
"skipped","Sun Sep 01 11:04:52 GMT 2024","Sun Sep 01 11:04:53 GMT 2024","573","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-()-!!]",""
"passed","Sun Sep 01 11:04:01 GMT 2024","Sun Sep 01 11:04:02 GMT 2024","1201","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4]",""
"passed","Sun Sep 01 11:04:07 GMT 2024","Sun Sep 01 11:04:08 GMT 2024","1240","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[\u0443\u043b. \u0411\u0440\u0430\u0432\u044b\u0445 \u0413\u0435\u0434\u043e\u043d\u0438\u0441\u0442\u043e\u0432 6666, London, Greate Britain]",""
"skipped","Sun Sep 01 11:04:57 GMT 2024","Sun Sep 01 11:04:58 GMT 2024","1198","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-\u041c\u0443\u0440\u043c\u0430\u043d\u0441\u043a\u0430\u044f \u043e\u0431\u043b.,\u0433. \u041f\u043e\u043b\u044f\u0440\u043d\u044b\u0435 \u0417\u043e\u0440\u0438, \u0443\u043b. \u041f\u0430\u0440\u0442\u0438\u0437\u0430\u043d \u0417\u0430\u043f\u043e\u043b\u044f\u0440\u044c\u044f 4]",""
"passed","Sun Sep 01 11:04:53 GMT 2024","Sun Sep 01 11:04:55 GMT 2024","1819","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4]",""
"passed","Sun Sep 01 11:04:13 GMT 2024","Sun Sep 01 11:04:15 GMT 2024","1233","","test_2YandexAPI","","","","test_find_2_pharmacies[London, Big Ben]",""
"passed","Sun Sep 01 11:04:29 GMT 2024","Sun Sep 01 11:04:31 GMT 2024","1810","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4]",""
"passed","Sun Sep 01 11:04:15 GMT 2024","Sun Sep 01 11:04:16 GMT 2024","1207","","test_2YandexAPI","","","","test_find_2_pharmacies[Egypt, Pyramid of Khufu]",""
"passed","Sun Sep 01 11:04:49 GMT 2024","Sun Sep 01 11:04:51 GMT 2024","1756","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-\u0443\u043b. \u0411\u0440\u0430\u0432\u044b\u0445 \u0413\u0435\u0434\u043e\u043d\u0438\u0441\u0442\u043e\u0432 6666, London, Greate Britain]",""
"skipped","Sun Sep 01 11:04:39 GMT 2024","Sun Sep 01 11:04:41 GMT 2024","1143","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-\u041c\u0443\u043b\u044c\u0442\u0438\u0432\u0441\u0435\u043b\u0435\u043d\u043d\u0430\u044f \u2116;%*]",""
"passed","Sun Sep 01 11:04:34 GMT 2024","Sun Sep 01 11:04:36 GMT 2024","1755","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal]",""
"passed","Sun Sep 01 11:04:05 GMT 2024","Sun Sep 01 11:04:07 GMT 2024","1180","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[\u0421\u041f\u0431, \u041c\u0430\u0432\u0437\u043e\u043b\u0435\u0439]",""
"passed","Sun Sep 01 11:04:17 GMT 2024","Sun Sep 01 11:04:18 GMT 2024","608","","test_2YandexAPI","","","","test_find_2_pharmacies[*?:%]",""
"passed","Sun Sep 01 11:04:36 GMT 2024","Sun Sep 01 11:04:38 GMT 2024","1729","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-\u0421\u041f\u0431, \u041c\u0430\u0432\u0437\u043e\u043b\u0435\u0439]",""
"skipped","Sun Sep 01 11:04:28 GMT 2024","Sun Sep 01 11:04:29 GMT 2024","1143","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-\u041c\u0443\u043b\u044c\u0442\u0438\u0432\u0441\u0435\u043b\u0435\u043d\u043d\u0430\u044f \u2116;%*]",""
"passed","Sun Sep 01 11:04:41 GMT 2024","Sun Sep 01 11:04:43 GMT 2024","1736","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4]",""
"passed","Sun Sep 01 11:04:22 GMT 2024","Sun Sep 01 11:04:24 GMT 2024","1796","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal]",""
"passed","Sun Sep 01 11:04:09 GMT 2024","Sun Sep 01 11:04:10 GMT 2024","1184","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[\u041f\u0435\u0440\u0432\u043e\u0435 \u043c\u0435\u0441\u0442\u043e \u043f\u0440\u0438\u0437\u0435\u043c\u043b\u0435\u043d\u0438\u044f \u043f\u0440\u0438\u0448\u0435\u043b\u044c\u0446\u0435\u0432]",""
"passed","Sun Sep 01 11:04:12 GMT 2024","Sun Sep 01 11:04:13 GMT 2024","1224","","test_2YandexAPI","","","","test_find_2_pharmacies[\u041c\u043e\u0441\u043a\u0432\u0430, \u041c\u0430\u0432\u0437\u043e\u043b\u0435\u0439]",""
"skipped","Sun Sep 01 11:04:51 GMT 2024","Sun Sep 01 11:04:52 GMT 2024","1144","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-\u041c\u0443\u043b\u044c\u0442\u0438\u0432\u0441\u0435\u043b\u0435\u043d\u043d\u0430\u044f \u2116;%*]",""
"passed","Sun Sep 01 11:04:24 GMT 2024","Sun Sep 01 11:04:26 GMT 2024","1734","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-\u0421\u041f\u0431, \u041c\u0430\u0432\u0437\u043e\u043b\u0435\u0439]",""
"skipped","Sun Sep 01 11:05:04 GMT 2024","Sun Sep 01 11:05:05 GMT 2024","574","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-()-!!]",""
"skipped","Sun Sep 01 11:05:07 GMT 2024","Sun Sep 01 11:05:08 GMT 2024","1752","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-\u0421\u041f\u0431 \u041f\u0430\u0440\u0430\u0448\u0423\u0442\u043d\u0430\u044f \u0443\u043b 65 \u0441\u0442\u0440 1]",""
"passed","Sun Sep 01 11:04:11 GMT 2024","Sun Sep 01 11:04:12 GMT 2024","1359","","test_2YandexAPI","","","","test_find_2_pharmacies[\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u0414\u0432\u043e\u0440\u0435\u0446 \u042e\u0441\u0443\u043f\u043e\u0432\u044b\u0445]",""
"passed","Sun Sep 01 11:04:04 GMT 2024","Sun Sep 01 11:04:05 GMT 2024","1255","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal]",""
"skipped","Sun Sep 01 11:04:10 GMT 2024","Sun Sep 01 11:04:11 GMT 2024","590","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[()-!!]",""
"passed","Sun Sep 01 11:05:00 GMT 2024","Sun Sep 01 11:05:01 GMT 2024","1780","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-\u0421\u041f\u0431, \u041c\u0430\u0432\u0437\u043e\u043b\u0435\u0439]",""
"skipped","Sun Sep 01 11:05:08 GMT 2024","Sun Sep 01 11:05:10 GMT 2024","1191","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-\u041c\u0443\u0440\u043c\u0430\u043d\u0441\u043a\u0430\u044f \u043e\u0431\u043b.,\u0433. \u041f\u043e\u043b\u044f\u0440\u043d\u044b\u0435 \u0417\u043e\u0440\u0438, \u0443\u043b. \u041f\u0430\u0440\u0442\u0438\u0437\u0430\u043d \u0417\u0430\u043f\u043e\u043b\u044f\u0440\u044c\u044f 4]",""
"passed","Sun Sep 01 11:04:03 GMT 2024","Sun Sep 01 11:04:04 GMT 2024","1163","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[\u041c\u0443\u0440\u043c\u0430\u043d\u0441\u043a\u0430\u044f \u043e\u0431\u043b.,\u0433. \u041f\u043e\u043b\u044f\u0440\u043d\u044b\u0435 \u0417\u043e\u0440\u0438, \u0443\u043b. \u041f\u0430\u0440\u0442\u0438\u0437\u0430\u043d \u0417\u0430\u043f\u043e\u043b\u044f\u0440\u044c\u044f 4]",""
"skipped","Sun Sep 01 11:05:13 GMT 2024","Sun Sep 01 11:05:15 GMT 2024","1780","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-\u0443\u043b. \u0411\u0440\u0430\u0432\u044b\u0445 \u0413\u0435\u0434\u043e\u043d\u0438\u0441\u0442\u043e\u0432 6666, London, Greate Britain]",""
"passed","Sun Sep 01 11:04:48 GMT 2024","Sun Sep 01 11:04:49 GMT 2024","1780","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-\u0421\u041f\u0431, \u041c\u0430\u0432\u0437\u043e\u043b\u0435\u0439]",""
"passed","Sun Sep 01 11:04:08 GMT 2024","Sun Sep 01 11:04:09 GMT 2024","1174","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[\u041c\u0443\u043b\u044c\u0442\u0438\u0432\u0441\u0435\u043b\u0435\u043d\u043d\u0430\u044f \u2116;%*]",""
"passed","Sun Sep 01 11:04:02 GMT 2024","Sun Sep 01 11:04:03 GMT 2024","1209","","test_2YandexAPI","","","","test_coords_from_geocode_and_geosearch_are_same[\u0421\u041f\u0431 \u041f\u0430\u0440\u0430\u0448\u0423\u0442\u043d\u0430\u044f \u0443\u043b 65 \u0441\u0442\u0440 1]",""
"skipped","Sun Sep 01 11:04:45 GMT 2024","Sun Sep 01 11:04:46 GMT 2024","1143","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-\u041c\u0443\u0440\u043c\u0430\u043d\u0441\u043a\u0430\u044f \u043e\u0431\u043b.,\u0433. \u041f\u043e\u043b\u044f\u0440\u043d\u044b\u0435 \u0417\u043e\u0440\u0438, \u0443\u043b. \u041f\u0430\u0440\u0442\u0438\u0437\u0430\u043d \u0417\u0430\u043f\u043e\u043b\u044f\u0440\u044c\u044f 4]",""
"skipped","Sun Sep 01 11:05:16 GMT 2024","Sun Sep 01 11:05:17 GMT 2024","575","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-()-!!]",""
"passed","Sun Sep 01 11:04:43 GMT 2024","Sun Sep 01 11:04:45 GMT 2024","1782","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[McDonald's-\u0421\u041f\u0431 \u041f\u0430\u0440\u0430\u0448\u0423\u0442\u043d\u0430\u044f \u0443\u043b 65 \u0441\u0442\u0440 1]",""
"skipped","Sun Sep 01 11:05:11 GMT 2024","Sun Sep 01 11:05:13 GMT 2024","1749","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-\u0421\u041f\u0431, \u041c\u0430\u0432\u0437\u043e\u043b\u0435\u0439]",""
"passed","Sun Sep 01 11:04:55 GMT 2024","Sun Sep 01 11:04:57 GMT 2024","1761","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-\u0421\u041f\u0431 \u041f\u0430\u0440\u0430\u0448\u0423\u0442\u043d\u0430\u044f \u0443\u043b 65 \u0441\u0442\u0440 1]",""
"passed","Sun Sep 01 11:05:01 GMT 2024","Sun Sep 01 11:05:03 GMT 2024","1804","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-\u0443\u043b. \u0411\u0440\u0430\u0432\u044b\u0445 \u0413\u0435\u0434\u043e\u043d\u0438\u0441\u0442\u043e\u0432 6666, London, Greate Britain]",""
"skipped","Sun Sep 01 11:05:05 GMT 2024","Sun Sep 01 11:05:07 GMT 2024","1765","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-\u0421\u0430\u043d\u043a\u0442-\u041f\u0435\u0442\u0435\u0440\u0431\u0443\u0440\u0433, \u041f\u0443\u043b\u043a\u043e\u0432\u0441\u043a\u043e\u0435 \u0448\u043e\u0441\u0441\u0435, \u0434\u043e\u043c 36, \u043a\u043e\u0440\u043f\u0443\u0441 4]",""
"skipped","Sun Sep 01 11:04:41 GMT 2024","Sun Sep 01 11:04:41 GMT 2024","609","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[hairdresser-()-!!]",""
"passed","Sun Sep 01 11:04:58 GMT 2024","Sun Sep 01 11:04:59 GMT 2024","1787","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal]",""
"skipped","Sun Sep 01 11:05:03 GMT 2024","Sun Sep 01 11:05:04 GMT 2024","1251","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[dentist-\u041c\u0443\u043b\u044c\u0442\u0438\u0432\u0441\u0435\u043b\u0435\u043d\u043d\u0430\u044f \u2116;%*]",""
"skipped","Sun Sep 01 11:04:21 GMT 2024","Sun Sep 01 11:04:22 GMT 2024","1217","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-\u041c\u0443\u0440\u043c\u0430\u043d\u0441\u043a\u0430\u044f \u043e\u0431\u043b.,\u0433. \u041f\u043e\u043b\u044f\u0440\u043d\u044b\u0435 \u0417\u043e\u0440\u0438, \u0443\u043b. \u041f\u0430\u0440\u0442\u0438\u0437\u0430\u043d \u0417\u0430\u043f\u043e\u043b\u044f\u0440\u044c\u044f 4]",""
"passed","Sun Sep 01 11:04:19 GMT 2024","Sun Sep 01 11:04:21 GMT 2024","1766","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[fishing+store-\u0421\u041f\u0431 \u041f\u0430\u0440\u0430\u0448\u0423\u0442\u043d\u0430\u044f \u0443\u043b 65 \u0441\u0442\u0440 1]",""
"skipped","Sun Sep 01 11:05:10 GMT 2024","Sun Sep 01 11:05:11 GMT 2024","1817","","test_2YandexAPI","","","","test_find_contacts_of_place_type_near_metro_near_address[$%^-Patio de Gale, Pra\xe7a do Com\xe9rcio, Lisbon, Portugal]",""
